"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5414108";"";"None";"370.43";"0";"3.70";"224";"CC(C)(O)c1ccc(C(=O)Nc2nc(-c3ccc(O)cc3O)cs2)cc1";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"14.83";"0.29";"1.79";"5.35";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"INHIBITOR";"";"3.2"
"CHEMBL1086681";"";"None";"166.22";"0";"1.71";"rhododendrol";"C[C@@H](O)CCc1ccc(O)cc1";"IC50";"'='";"1200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5331164";"Inhibition of human His-tagged tyrosinase CD expressed in HEK293 cells assessed as inhibition of melanin production using L-DOPA as substrate";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";"";"1200.0"
"CHEMBL5432409";"";"None";"234.64";"0";"-0.96";"(-)-11";"Cl.N[C@H](Cc1ccc(=O)n(O)c1)C(=O)O";"IC50";"'>'";"400000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5326169";"Inhibition of tyrosinase in human MNT-1 cells assessed as inhibition of melanin production measured after 96 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MNT-1";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5325409";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 96.0 hr";"";"";"400.0"
"CHEMBL147069";"";"None";"290.27";"0";"1.91";"1";"O=C(OCCc1ccc(O)cc1)c1cc(O)c(O)c(O)c1";"IC50";"'='";"4930.0";"nM";"5.31";"";"";"UO_0000065";"18.28";"0.35";"3.40";"4.95";"0";"CHEMBL940816";"Inhibition of tyrosinase in Melan-a cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Melan-a";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"4.93"
"CHEMBL372097";"CYCLOORBICOSIDE G";"None";"782.97";"3";"0.95";"C5";"C[C@@H]1C[C@H]2O[C@]3(C[C@@]4(C)[C@@H]5[C@@H](O)C[C@H]6C(C)(C)[C@@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)[C@@H]13)O[C@@H]2C(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O";"IC50";"'='";"54640.0";"nM";"4.26";"";"";"UO_0000065";"5.44";"0.11";"3.31";"1.96";"0";"CHEMBL870599";"Inhibitory activity against tyrosinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"54.64"
"CHEMBL1807492";"";"None";"284.27";"0";"2.72";"6";"COc1ccc2c(c1)O/C(=C\c1ccc(O)cc1O)C2=O";"IC50";"'='";"6900.0";"nM";"5.16";"";"";"UO_0000065";"18.16";"0.34";"2.44";"6.79";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"INHIBITOR";"";"6.9"
"CHEMBL98924";"";"None";"659.65";"2";"2.13";"Ko-FYY";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1cc(=O)c(O)co1";"IC50";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"9.72";"0.18";"4.28";"2.85";"0";"CHEMBL814341";"Inhibitory activity against mushroom tyrosinase";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.39"
"CHEMBL491409";"";"None";"378.38";"1";"0.41";"1";"Oc1ccc(CCc2ccc(O)cc2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(O)c1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"15.32";"0.29";"5.39";"4.14";"0";"CHEMBL1764166";"Inhibition of Tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759884";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";"";"1.6"
"CHEMBL491410";"";"None";"378.38";"1";"0.41";"2";"Oc1ccc(CCc2ccc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)cc2O)c(O)c1";"IC50";"'='";"430.0";"nM";"6.37";"";"";"UO_0000065";"16.83";"0.32";"5.96";"4.55";"0";"CHEMBL1764166";"Inhibition of Tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759884";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";"";"0.43"
"CHEMBL4452110";"";"None";"474.42";"1";"0.53";"11";"COC(=O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(OC)cc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393647";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392888";"1";"Scientific Literature";"J Nat Prod";"2019";"None";"";"";"";"50.0"
"CHEMBL321140";"";"None";"666.69";"2";"3.20";"Ko-FWF";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OCc1cc(=O)c(O)co1";"IC50";"'='";"4480.0";"nM";"5.35";"";"";"UO_0000065";"8.02";"0.15";"2.15";"2.67";"0";"CHEMBL814341";"Inhibitory activity against mushroom tyrosinase";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"4.48"
"CHEMBL1760462";"";"None";"408.40";"1";"-0.23";"4";"OC[C@H]1O[C@@H](Oc2ccc(CCc3ccc(O)cc3O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O";"IC50";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"14.97";"0.29";"6.34";"3.82";"0";"CHEMBL1764166";"Inhibition of Tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759884";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";"";"0.77"
"CHEMBL232202";"ARBUTIN";"2.0";"272.25";"0";"-1.43";"Arbutin";"OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O";"IC50";"'>'";"1600.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4394168";"Inhibition of tyrosinase (unknown origin) assessed as reduction in melanin formation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393659";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"1.6"
"CHEMBL432017";"";"None";"632.67";"2";"3.01";"Ko-FWI";"CC[C@H](C)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1cc(=O)c(O)co1)C(=O)O";"IC50";"'='";"2180.0";"nM";"5.66";"";"";"UO_0000065";"8.95";"0.17";"2.65";"2.83";"0";"CHEMBL814341";"Inhibitory activity against mushroom tyrosinase";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"2.18"
"CHEMBL222164";"";"None";"302.37";"0";"3.51";"8";"COc1cc(CCc2ccc(OC)cc2OC)cc(OC)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL854613";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139674";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"100.0"
"CHEMBL4745622";"";"None";"355.43";"0";"3.24";"23";"N[C@H](Cc1ccccc1)C(=O)O[C@H]1CC[C@H](c2ccc(O)cc2O)CC1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"16.03";"0.30";"2.46";"6.14";"0";"CHEMBL4723115";"Inhibition of human tyrosinase expressed in human SKMEL188 cell lysate using L- DOPA as substrate incubated for 8 hrs";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"SK-MEL-188";"Lysate";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 8.0 hr";"INHIBITOR";"";"2.0"
"CHEMBL3100132";"";"None";"344.36";"1";"-0.76";"4";"C[C@H](CCc1ccc(O)cc1O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"16.37";"0.32";"6.40";"4.03";"0";"CHEMBL3619576";"Inhibition of tyrosinase (unknown origin) using L-DOPA as substrate assessed as formation of dopachrome by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616365";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"2.3"
"CHEMBL3618457";"";"None";"182.22";"0";"1.41";"5";"C[C@H](O)CCc1ccc(O)cc1O";"IC50";"'='";"2170.0";"nM";"5.66";"";"";"UO_0000065";"31.08";"0.59";"4.25";"9.33";"0";"CHEMBL3619576";"Inhibition of tyrosinase (unknown origin) using L-DOPA as substrate assessed as formation of dopachrome by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616365";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"2.17"
"CHEMBL51628";"UMBELLIFERONE";"None";"162.14";"0";"1.50";"Umbelliferone";"O=c1ccc2ccc(O)cc2o1";"IC50";"'='";"420000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1780390";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777693";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"0.42"
"CHEMBL3618459";"";"None";"182.22";"0";"1.41";"6";"C[C@@H](O)CCc1ccc(O)cc1O";"IC50";"'='";"1780.0";"nM";"5.75";"";"";"UO_0000065";"31.55";"0.60";"4.34";"9.47";"0";"CHEMBL3619576";"Inhibition of tyrosinase (unknown origin) using L-DOPA as substrate assessed as formation of dopachrome by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616365";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"1.78"
"CHEMBL4750112";"";"None";"400.52";"0";"3.71";"20";"COC(=O)/C=C/c1ccc(O)c(O)c1SCCC(S)CCCCC(=O)O";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"11.29";"0.24";"0.81";"4.35";"0";"CHEMBL4723107";"Inhibition of tyrosinase in human HBL cell extract using L-DOPA as substrate measured every 10 mins for 1 hr by MBTH based spectrophotometric method";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"HBL";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"INHIBITOR";"";"30.0"
"CHEMBL4792744";"";"None";"342.38";"0";"2.97";"47";"O=C(Nc1nc(-c2ccc(O)cc2O)cs1)c1ccc(CO)cc1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"16.93";"0.33";"2.83";"5.64";"0";"CHEMBL4723114";"Inhibition of human tyrosinase using L- DOPA as substrate by MBTH based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"1.6"
"CHEMBL4759198";"";"None";"322.27";"0";"0.00";"4";"O=C(/C=C/c1ccc(O)cc1)OC1=C(O)[C@@H]([C@H](O)CO)OC1=O";"IC50";"'='";"40000.0";"nM";"4.40";"";"";"UO_0000065";"13.65";"0.26";"None";"3.29";"0";"CHEMBL4723119";"Inhibition of human tyrosinase expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"40.0"
"CHEMBL1491393";"";"None";"286.32";"0";"2.75";"209";"Oc1ccc(-c2csc(Nc3ncccn3)n2)c(O)c1";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"19.19";"0.38";"2.74";"6.03";"1";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"INHIBITOR";"";"3.2"
"CHEMBL4743159";"";"None";"278.33";"0";"2.82";"Thiamidol";"CC(C)C(=O)Nc1nc(-c2ccc(O)cc2O)cs1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"20.33";"0.41";"2.84";"6.86";"0";"CHEMBL4732274";"Inhibition of human tyrosinase assessed as reduction in L-dopaquinone-MBTH complex formation using L-DOPA as substrate measured for 10 mins by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4732017";"1";"Scientific Literature";"RSC Med Chem";"2021";"None";"TIME = 0.1667 hr";"INHIBITOR";"";"2.2"
"CHEMBL4750803";"";"None";"386.49";"0";"3.62";"19";"O=C(O)/C=C/c1ccc(O)c(O)c1SCCC(S)CCCCC(=O)O";"IC50";"'='";"76000.0";"nM";"4.12";"";"";"UO_0000065";"10.66";"0.23";"0.50";"3.58";"0";"CHEMBL4723107";"Inhibition of tyrosinase in human HBL cell extract using L-DOPA as substrate measured every 10 mins for 1 hr by MBTH based spectrophotometric method";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"HBL";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"INHIBITOR";"";"76.0"
"CHEMBL541251";"";"None";"208.24";"0";"1.80";"51";"Nc1nc(-c2ccc(O)cc2O)cs1";"IC50";"'='";"51000.0";"nM";"4.29";"";"";"UO_0000065";"20.61";"0.42";"2.49";"5.41";"0";"CHEMBL4723114";"Inhibition of human tyrosinase using L- DOPA as substrate by MBTH based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"51.0"
"CHEMBL3907670";"";"None";"271.23";"0";"1.41";"1b";"O=C1/C(=C/c2ccc(=O)n(O)c2)Oc2cccc(O)c21";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"16.68";"0.31";"3.11";"5.10";"0";"CHEMBL3871140";"Inhibition of tyrosinase in human MNT1 cell lysate pretreated prior to addition of L-DOPA as substrate measured after 3 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MNT1";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3870357";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";"";"30.0"
"CHEMBL287556";"KOJIC ACID";"None";"142.11";"0";"-0.16";"Kojic acid";"O=c1cc(CO)occ1O";"IC50";"'='";"280000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL814343";"Inhibitory activity against mushroom tyrosinase (approximate value given)";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136117";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"280.0"
"CHEMBL3907670";"";"None";"271.23";"0";"1.41";"1b";"O=C1/C(=C/c2ccc(=O)n(O)c2)Oc2cccc(O)c21";"IC50";"'='";"120000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3871141";"Inhibition of tyrosinase in human MNT1 cells assessed as suppression of melanin biosynthesis measured after 96 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MNT1";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3870357";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";"";"";"120.0"
"CHEMBL411981";"ASKENDOSIDE B";"None";"929.11";"3";"0.40";"C4";"CC(=O)O[C@@H]1[C@@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@H](O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@@]6(C)CC[C@H](C(C)(C)O)O6)[C@@H](O)C[C@@]3(C)[C@@H]5C[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H]4C2(C)C)OC[C@H]1O";"IC50";"'='";"13950.0";"nM";"4.86";"";"";"UO_0000065";"5.23";"0.10";"4.46";"1.78";"0";"CHEMBL870599";"Inhibitory activity against tyrosinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"13.95"
"CHEMBL378140";"CYCLOSIEVERSIOSIDE";"None";"784.98";"3";"0.72";"C2";"CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@H]5O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]5O)[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)O1";"IC50";"'='";"92250.0";"nM";"4.04";"";"";"UO_0000065";"5.14";"0.10";"3.32";"1.77";"0";"CHEMBL870599";"Inhibitory activity against tyrosinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148597";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"92.25"
"CHEMBL474918";"";"None";"343.25";"1";"6.21";"25";"O=C1/C(=C/c2ccc(Cl)cc2)CCC/C1=C\c1ccc(Cl)cc1";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1054042";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153005";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";"250.0"
"CHEMBL480477";"GLABRIDIN";"None";"324.38";"0";"4.00";"13";"CC1(C)C=Cc2c(ccc3c2OC[C@@H](c2ccc(O)cc2O)C3)O1";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"21.72";"0.40";"3.05";"11.96";"0";"CHEMBL4053414";"Inhibition of tyrosinase (unknown origin) using L-tyrosine as substrate preincubated for 5 mins followed by substrate addition";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052601";"1";"Scientific Literature";"J Nat Prod";"2017";"None";"";"";"";"0.09"
"CHEMBL43065";"OXYRESVERATROL";"None";"244.25";"0";"2.68";"22";"Oc1cc(O)cc(/C=C/c2ccc(O)cc2O)c1";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"28.85";"0.53";"4.37";"8.71";"0";"CHEMBL4723116";"Inhibition of human tyrosinase expressed in HEK293 cells using L-tyrosine and DOPA as substrate";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"0.09"
"CHEMBL186020";"";"None";"256.26";"0";"2.96";"17";"COc1ccc2c(=O)c3ccccc3oc2c1OC";"IC50";"'='";"5120.0";"nM";"5.29";"";"";"UO_0000065";"20.65";"0.38";"2.33";"10.87";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"5.12"
"CHEMBL221291";"";"None";"246.26";"0";"2.29";"7";"Oc1cc(O)cc(CCc2ccc(O)cc2O)c1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"23.54";"0.44";"3.51";"7.16";"0";"CHEMBL854613";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139674";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"1.6"
"CHEMBL219050";"";"None";"258.27";"0";"2.98";"2";"COc1cc(O)ccc1/C=C/c1cc(O)cc(O)c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL854613";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139674";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"100.0"
"CHEMBL4167922";"";"None";"428.08";"0";"4.75";"30";"COc1cc(C(Br)Br)c2c(=O)c3ccccc3oc2c1OC";"IC50";"'='";"3370.0";"nM";"5.47";"";"";"UO_0000065";"12.78";"0.34";"0.72";"11.24";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"3.37"
